repo,pr,driver_preference,risk_class,outcome_class,state,age_or_delta_hours,title,head_ref,created_at,merged_at
xenota-collective/xenon,641,claude,landing_protocol,open_stale,OPEN,98.14,xc-9y39: preserve full BLOCKER/HANDOFF text when value contains '=',claude/xc-slp3-status-tuple-equals,2026-04-28T21:51:50Z,
xenota-collective/xenon,642,claude,xsm_control_plane,merged,MERGED,1.57,xc-l573l + xc-3c5on: tmux fallback when workmux loses agent (single + duplicate xc windows),claude/xc-l573l-tmux-fallback-duplicate-windows,2026-04-28T22:08:36Z,2026-04-28T23:42:57Z
xenota-collective/xenon,643,claude,landing_protocol,merged,MERGED,2.73,xc-fpam4: add landing-pivot patrol policy and pivot-bead emitter,claude/xc-fpam4-landing-pivot,2026-04-28T22:14:43Z,2026-04-29T00:58:24Z
xenota-collective/xenon,645,claude,xsm_control_plane,merged,MERGED,1.17,xc-gl4fx: safe stale bd lock recovery for XSM dependency checks,claude/xc-gl4fx-stale-bd-lock-recovery,2026-04-28T22:25:50Z,2026-04-28T23:36:05Z
xenota-collective/xenon,646,claude,xsm_control_plane,open_stale,OPEN,96.61,xc-y8w8.1: spec RPT-declared portable worker skill injection contract,claude/xc-y8w8.1-rpt-skill-contract,2026-04-28T23:23:41Z,
xenota-collective/xenon,647,claude,xsm_control_plane,merged,MERGED,2.44,xc-y8w8.3: add swarm-improver role package and prompt,claude/xc-y8w8.3-swarm-improver-lane,2026-04-28T23:31:46Z,2026-04-29T01:58:26Z
xenota-collective/xenon,648,claude,xsm_control_plane,merged,MERGED,1.06,xc-nqkd: bias pool-fill toward bd-assignee + emit pool-fill counters and no-work notifications,claude/xc-nqkd-pool-fill-on-release-v2,2026-04-28T23:40:14Z,2026-04-29T00:44:01Z
xenota-collective/xenon,649,codex,xsm_control_plane,merged,MERGED,2.53,xc-kls60: recover Codex stream disconnects,codex/xc-kls60-codex-stream-recovery,2026-04-28T23:47:32Z,2026-04-29T02:19:22Z
xenota-collective/xenon,650,claude,xsm_control_plane,merged,MERGED,2.12,xc-y8w8.2: implement portable worker skill injection adapters,claude/xc-y8w8.2-skill-injection-adapters,2026-04-28T23:52:27Z,2026-04-29T01:59:29Z
xenota-collective/xenon,651,codex,landing_protocol,merged,MERGED,2.14,xc-aui5z: nudge conflicting PR owners,codex/xc-aui5z-pr-conflict-nudge,2026-04-29T00:03:29Z,2026-04-29T02:12:00Z
xenota-collective/xenon,653,codex,unclassified,open_stale,OPEN,95.83,xc-9kjq.2: Objective patrol loop and CLI,codex/xc-9kjq.2-objective-patrol,2026-04-29T00:09:55Z,
xenota-collective/xenon,654,codex,routing_evidence,open_stale,OPEN,95.77,xc-9kjq.3: Objective completion evaluator and metric review,codex/xc-9kjq.3-objective-evaluator,2026-04-29T00:13:56Z,
xenota-collective/xenon,655,codex,landing_protocol,open_stale,OPEN,95.15,xc-k1xkp: Require QA verdict artifacts before landing-lane handoff,codex/xc-k1xkp-qa-verdict-requirement,2026-04-29T00:50:46Z,
xenota-collective/xenon,656,claude,xsm_control_plane,merged,MERGED,0.4,xc-zmpda.1: honor fast-track bd label as preemptive dispatch priority,claude/xc-zmpda.1-fast-track-dispatch,2026-04-29T00:50:46Z,2026-04-29T01:14:34Z
xenota-collective/xenon,657,gemini,xsm_control_plane,open_stale,OPEN,93.95,xc-w87n: Fail closed on duplicate tmux pane resolution,gemini/xc-qrxmr-fail-closed-pane-resolution,2026-04-29T02:02:53Z,
xenota-collective/xenon,658,gemini,xsm_control_plane,merged,MERGED,0.12,xc-z3ytk: detect and recover from Gemini CLI state corruption,gemini/xc-z3ytk-corrupted-state-respawn,2026-04-29T02:09:09Z,2026-04-29T02:16:36Z
xenota-collective/xenon,659,codex,routing_evidence,open_stale,OPEN,93.39,xc-tx49i: bound swarm-improver evidence collection,codex/xc-tx49i-bound-improver-evidence,2026-04-29T02:36:44Z,
xenota-collective/xenon,660,codex,unclassified,open_recent,OPEN,25.25,xc-u3ai: fix Gemini capacity classification,codex/xc-u3ai-gemini-capacity-classification,2026-05-01T22:44:47Z,
xenota-collective/xenon,661,codex,cheap_eligible,open_recent,OPEN,25.12,xc-3oi3: handle Codex update prompts,codex/xc-3oi3-codex-update-prompts,2026-05-01T22:52:55Z,
xenota-collective/xenon,662,claude,unclassified,open_recent,OPEN,24.63,xc-r6r8: anchor workmux driver subprocess cwd to xenota repo root,claude/xc-r6r8-workmux-cwd-anchor,2026-05-01T23:22:21Z,
xenota-collective/xenon,663,codex,xsm_control_plane,open_recent,OPEN,24.46,xc-5v6o: fix xsm window hygiene names,codex/xc-5v6o-window-hygiene,2026-05-01T23:32:28Z,
xenota-collective/xenon,664,claude,xsm_control_plane,open_recent,OPEN,24.41,xc-w87n: fail closed when duplicate pane resolution degrades,claude/xc-w87n-fail-closed-duplicate-pane,2026-05-01T23:35:25Z,
xenota-collective/xenon,665,codex,xsm_control_plane,open_recent,OPEN,24.4,xc-gic3: recover partial actuator prep failures,codex/xc-gic3-actuator-prep-recovery,2026-05-01T23:35:43Z,
xenota-collective/xenon,666,codex,unclassified,open_recent,OPEN,24.29,xc-qxym: clear ghost branch assignments,codex/xc-qxym-clear-ghost-assignments,2026-05-01T23:42:40Z,
xenota-collective/xenon,667,codex,xsm_control_plane,open_recent,OPEN,24.23,xc-47sl: recover permission-gated redispatch,codex/xc-47sl-idle-permission-redispatch,2026-05-01T23:46:25Z,
xenota-collective/xenon,668,gemini,unclassified,open_recent,OPEN,24.18,xc-2qrv: Stop synthetic backlog IDs from triggering repeated bd_backend_blocked events,gemini/xc-2qrv-synthetic-backlog-ids,2026-05-01T23:48:54Z,
xenota-collective/xenon,669,claude,landing_protocol,open_recent,OPEN,24.16,xc-9y39: preserve full BLOCKER/HANDOFF text when value contains '=',claude/xc-9y39-status-tuple-equals,2026-05-01T23:50:31Z,
xenota-collective/xenon,670,claude,landing_protocol,open_recent,OPEN,24.12,xc-z5qk: drop LLM-supplied bead_id and pr_number from parse_verdict,claude/xc-z5qk-drop-llm-supplied-ids,2026-05-01T23:52:46Z,
xenota-collective/xenon,671,xsm-internal,unclassified,open_recent,OPEN,24.11,xc-qxym: clear ghost ownership when branch bead is missing from bd,starshot/xc-qxym-clear-missing-branch-bead-drift,2026-05-01T23:53:16Z,
xenota-collective/xenon,672,codex,landing_protocol,open_recent,OPEN,24.1,xc-4x9i: route landing roles from PR pressure,codex/xc-4x9i-landing-pressure,2026-05-01T23:53:56Z,
xenota-collective/xenon,673,codex,xsm_control_plane,open_recent,OPEN,24.03,xc-t3bo: align wrangler patrol role,codex/xc-t3bo-wrangler-patrol,2026-05-01T23:58:11Z,
xenota-collective/xenon,674,gemini,xsm_control_plane,open_recent,OPEN,24.01,xc-elpe: add tag-based role routing for XSM backlog pickup,gemini/xc-elpe-tag-role-routing,2026-05-01T23:59:22Z,
xenota-collective/xenota,214,gemini,unclassified,merged,MERGED,0.02,xc-pnwt: bound chat-server artifact listing resource usage,gemini/xc-pnwt-bound-chat-server-artifact-listing,2026-04-26T09:30:28Z,2026-04-26T09:31:26Z
xenota-collective/xenota,215,xsm-internal,xsm_control_plane,merged,MERGED,0.0,xc-zn5l: update xenon pointer for claim lock tests,xsm/xc-zn5l-duplicate-dispatch-claim-locking,2026-04-26T09:46:04Z,2026-04-26T09:46:11Z
xenota-collective/xenota,217,xsm-internal,landing_protocol,merged,MERGED,0.0,xc-zn5l: refresh xenon pointer after merge,xsm/xc-zn5l-refresh-xenon-pointer,2026-04-26T09:49:27Z,2026-04-26T09:49:36Z
xenota-collective/xenota,218,xsm-internal,xsm_control_plane,merged,MERGED,0.08,xc-hy5r: advance xenon driver preference fixtures,xsm/xc-hy5r-driver-preference-dispatch-fixtures,2026-04-26T09:56:03Z,2026-04-26T10:00:36Z
xenota-collective/xenota,219,xsm-internal,xsm_control_plane,merged,MERGED,0.01,xc-6hlr: bump xenon pointer for vps-control remote command quoting,xsm/xc-6hlr-quote-vps-control-remote,2026-04-26T10:07:32Z,2026-04-26T10:07:55Z
xenota-collective/xenota,220,xsm-internal,xsm_control_plane,merged,MERGED,0.06,xc-i3t0: add staged bead pipeline strategy,xsm/xc-i3t0-staged-bead-pipeline-strategy,2026-04-26T10:09:55Z,2026-04-26T10:13:34Z
xenota-collective/xenota,221,xsm-internal,xsm_control_plane,merged,MERGED,0.01,xc-trpb.1: update xenon desktop IPC pointer,xsm/xc-trpb.1-live-swarm-ipc,2026-04-26T10:24:17Z,2026-04-26T10:25:01Z
xenota-collective/xenota,222,xsm-internal,xsm_control_plane,merged,MERGED,0.01,xc-25ob: advance xenon bd lock diagnostics,xsm/xc-25ob-bd-lock-timeouts,2026-04-26T10:29:10Z,2026-04-26T10:29:39Z
xenota-collective/xenota,223,codex,unclassified,merged,MERGED,0.03,xc-62sm: update xenon pointer,codex/xc-62sm-po-ac-bd-flag,2026-04-26T10:42:02Z,2026-04-26T10:43:43Z
xenota-collective/xenota,224,gemini,routing_evidence,merged,MERGED,0.02,xc-gcz7: update xenon routing pointer,gemini/xc-gcz7-driver-preference-routing,2026-04-26T10:46:10Z,2026-04-26T10:47:11Z
xenota-collective/xenota,225,xsm-internal,xsm_control_plane,merged,MERGED,0.0,xc-trpb.3: update xenon pointer for normalizer,xsm/xc-trpb.3-normalize-live-xsm-pulse,2026-04-26T10:50:08Z,2026-04-26T10:50:22Z
xenota-collective/xenota,228,gemini,unclassified,merged,MERGED,0.01,xc-cast: update xenon submodule for recursive sanitization,gemini/xc-cast-sanitize-repertoire,2026-04-26T10:57:38Z,2026-04-26T10:57:58Z
xenota-collective/xenota,229,gemini,unclassified,merged,MERGED,7.65,xc-qgj3: update xenon submodule for key validation,gemini/xc-qgj3-validate-repertoire-keys,2026-04-26T11:03:56Z,2026-04-26T18:42:59Z
xenota-collective/xenota,231,codex,xsm_control_plane,merged,MERGED,6.9,xc-renl: centralize supervisor messaging,codex/xc-renl-centralized-delivery,2026-04-26T11:34:14Z,2026-04-26T18:28:06Z
xenota-collective/xenota,234,xsm-internal,xsm_control_plane,merged,MERGED,1.38,xc-5b34: bump xenon pointer for crew lane validation,xsm/xc-5b34-validate-crew-lane,2026-04-26T19:28:26Z,2026-04-26T20:51:21Z
xenota-collective/xenota,235,codex,unclassified,merged,MERGED,4.47,xc-9t40: update xenon pointer for status tuple parser,codex/xc-9t40-anchor-status-tuples,2026-04-26T19:37:02Z,2026-04-27T00:05:20Z
xenota-collective/xenota,236,xsm-internal,xsm_control_plane,merged,MERGED,6.87,xc-s3r2: refresh xenon hook freshness pointer,xsm/xc-s3r2-hook-freshness,2026-04-26T19:38:42Z,2026-04-27T02:31:05Z
xenota-collective/xenota,237,xsm-internal,landing_protocol,merged,MERGED,41.36,xc-vi07: update xenon submodule for qa_state changed_paths,xsm/xc-vi07-pointer,2026-04-26T20:39:59Z,2026-04-28T14:01:42Z
xenota-collective/xenota,238,gemini,unclassified,merged,MERGED,3.75,xc-vybs: update xenon pointer for blocked objective suppression,gemini/xc-vybs-suppress-blocked-objective-children,2026-04-26T20:40:48Z,2026-04-27T00:25:59Z
xenota-collective/xenota,239,codex,unclassified,merged,MERGED,2.0,xc-h532: update xenon pointer for pulse bounds,codex/xc-h532-bound-pulse-subprocesses,2026-04-26T20:44:44Z,2026-04-26T22:45:00Z
xenota-collective/xenota,240,codex,production_security,merged,MERGED,2.02,xc-ubt4: point at hotfix audit enforcement,codex/xc-ubt4-hotfix-audit-push-enforcement,2026-04-26T20:51:48Z,2026-04-26T22:52:53Z
xenota-collective/xenota,241,gemini,landing_protocol,open_stale,OPEN,147.13,xc-338x: update xenon LiteLLM ignore pointer,gemini/xc-338x-fix-litellm-click-conflict,2026-04-26T20:52:02Z,
xenota-collective/xenota,242,xsm-internal,xsm_control_plane,open_stale,OPEN,147.09,xc-trpb.2: refresh xenon pointer for live swarm data hook,xsm/xc-trpb.2-live-data-hook,2026-04-26T20:54:44Z,
xenota-collective/xenota,243,xsm-internal,landing_protocol,merged,MERGED,51.93,xc-c1xq: deduplicate landing blockers,xsm/xc-c1xq-deduplicate-landing-blockers,2026-04-26T20:56:23Z,2026-04-29T00:51:57Z
xenota-collective/xenota,244,codex,xsm_control_plane,open_stale,OPEN,145.7,Update xenon pointer for workmux window pin,codex/xsm-workmux-window-pin,2026-04-26T22:18:12Z,
xenota-collective/xenota,245,xsm-internal,xsm_control_plane,open_stale,OPEN,144.93,xc-6aoe: add pointer-PR required-check workflow and bump submodule pointers,xsm/xc-6aoe-pointer-pr-check-coverage,2026-04-26T23:04:29Z,
xenota-collective/xenota,246,codex,routing_evidence,open_stale,OPEN,144.6,xc-ixg6: update xenon dependency routing pointer,codex/xc-ixg6-dep-update-routing,2026-04-26T23:24:05Z,
xenota-collective/xenota,247,gemini,xsm_control_plane,merged,MERGED,1.01,xc-utgg: fix XSM restart targeting and add health check,gemini/xc-utgg-xsm-restart-closeout-fix,2026-04-26T23:56:57Z,2026-04-27T00:57:25Z
xenota-collective/xenota,248,gemini,unclassified,open_stale,OPEN,143.9,xc-trpb.5: update xenon pointer for account capacity view,gemini/xc-trpb.5-account-capacity-view,2026-04-27T00:05:58Z,
xenota-collective/xenota,250,codex,xsm_control_plane,merged,MERGED,46.97,xc-u8o0: bound xsm monitor health checks,codex/xc-u8o0-monitor-timeout,2026-04-27T01:29:27Z,2026-04-29T00:27:23Z
xenota-collective/xenota,251,codex,unclassified,open_stale,OPEN,141.91,xc-k7p6: update PR preflight workflow,codex/xc-k7p6-pr-preflight,2026-04-27T02:05:40Z,
xenota-collective/xenota,252,codex,unclassified,open_stale,OPEN,141.69,xc-qj62: point xenon at event row quarantine,codex/xc-qj62-event-quarantine,2026-04-27T02:18:52Z,
xenota-collective/xenota,253,codex,xsm_control_plane,merged,MERGED,46.82,xc-17ri: point xenon at Gemini delivery fix,codex/xc-17ri-gemini-modal-recovery,2026-04-27T02:45:49Z,2026-04-29T01:35:07Z
xenota-collective/xenota,254,codex,xsm_control_plane,open_stale,OPEN,139.54,Update xenon pointer for XSM skill dispatch,codex/xc-f5r8-required-worker-skills,2026-04-27T04:27:41Z,
xenota-collective/xenota,256,claude,unclassified,open_stale,OPEN,139.34,xc-bqeb: point xenon at interrupt-guard terminal fix,claude/xc-bqeb-interrupt-guard-terminal,2026-04-27T04:39:37Z,
xenota-collective/xenota,257,codex,xsm_control_plane,open_stale,OPEN,121.54,xc-qcgt: update xenon pointer for skill validation,codex/xc-qcgt-lane-skill-validation,2026-04-27T22:27:26Z,
xenota-collective/xenota,258,codex,xsm_control_plane,open_stale,OPEN,121.5,xc-tcjs: update handbook pool-fill docs pointer,codex/xc-tcjs-pool-fill-docs,2026-04-27T22:30:09Z,
xenota-collective/xenota,259,codex,xsm_control_plane,merged,MERGED,4.56,xc-so9a: add fd-pressure respawn helpers,codex/xc-so9a-respawn-on-fd-pressure,2026-04-27T23:48:57Z,2026-04-28T04:22:25Z
xenota-collective/xenota,260,codex,xsm_control_plane,open_stale,OPEN,119.0,xc-3c4d: set XSM restart CA cert env,codex/xc-3c4d-codex-ca-certs,2026-04-28T01:00:05Z,
xenota-collective/xenota,261,codex,cheap_eligible,merged,MERGED,24.4,xc-r74o: point handbook at Gemini modal docs,codex/xc-r74o-gemini-modal-docs,2026-04-28T01:12:56Z,2026-04-29T01:36:49Z
xenota-collective/xenota,262,xsm-internal,xsm_control_plane,merged,MERGED,24.6,xc-mklx: point xenon to gemini periodic recycle,xsm/xc-mklx-gemini-fd-recycler,2026-04-28T01:18:12Z,2026-04-29T01:54:02Z
xenota-collective/xenota,263,codex,unclassified,open_stale,OPEN,118.62,xc-wosa: point handbook at build fix,codex/xc-wosa-handbook-build-deps,2026-04-28T01:22:47Z,
xenota-collective/xenota,264,xsm-internal,xsm_control_plane,open_stale,OPEN,118.59,xc-ebw1: point handbook to xsm gemini recycle docs,xsm/xc-ebw1-handbook-pointer,2026-04-28T01:24:42Z,
xenota-collective/xenota,265,codex,xsm_control_plane,merged,MERGED,5.62,xc-6rry: update xenon provenance pointer,codex/xc-6rry-pool-fill-provenance,2026-04-28T01:33:37Z,2026-04-28T07:10:38Z
xenota-collective/xenota,266,codex,cheap_eligible,open_stale,OPEN,117.03,xc-mqte: point xenon at prompt delivery fix,codex/xc-mqte-codex-prompt-delivery,2026-04-28T02:58:25Z,
xenota-collective/xenota,267,codex,xsm_control_plane,merged,MERGED,0.14,xc-w5po: refresh XSM branch assignment pointers,codex/xc-w5po-xsm-monitor-refresh,2026-04-28T03:01:09Z,2026-04-28T03:09:20Z
xenota-collective/xenota,268,claude,xsm_control_plane,open_stale,OPEN,116.95,xc-yfqo: bump xenon to role patrol re-prime fix,claude/xc-yfqo-role-patrol-relaunch,2026-04-28T03:02:58Z,
xenota-collective/xenota,270,codex,xsm_control_plane,open_stale,OPEN,116.16,xc-8v2b0: point xenon at patrol safety net,codex/xc-8v2b0-supervisor-parked-walk,2026-04-28T03:50:25Z,
xenota-collective/xenota,271,codex,landing_protocol,open_stale,OPEN,115.84,xc-r8bsr: point xenon at TUI gate grammar,codex/xc-r8bsr-tui-grammar,2026-04-28T04:09:35Z,
xenota-collective/xenota,272,codex,xsm_control_plane,merged,MERGED,3.02,xc-5efxv: prevent tmux target orphan sessions,codex/xc-5efxv-tmux-target-no-orphans,2026-04-28T04:16:34Z,2026-04-28T07:17:30Z
xenota-collective/xenota,273,claude,xsm_control_plane,merged,MERGED,20.51,xc-zojv: bump xenon pointer and timeout-rule worker prompts,claude/xc-zojv-orphan-poll-cleanup,2026-04-28T04:24:24Z,2026-04-29T00:54:57Z
xenota-collective/xenota,274,codex,landing_protocol,merged,MERGED,2.8,xc-vi07.3: update handbook pointer for qa_state docs,codex/xc-vi07.3-handbook-qa-state,2026-04-28T04:29:38Z,2026-04-28T07:17:23Z
xenota-collective/xenota,275,claude,xsm_control_plane,merged,MERGED,2.75,xc-twaa6: auto-relaunch xsm on graceful self-exit,claude/xc-twaa6-xsm-launcher-relaunch,2026-04-28T04:32:16Z,2026-04-28T07:17:18Z
xenota-collective/xenota,276,claude,xsm_control_plane,merged,MERGED,12.46,xc-mvrh: tmux window-name hygiene + stable workmux-handle targeting,claude/xc-mvrh-tmux-window-name-hygiene,2026-04-28T04:45:43Z,2026-04-28T17:13:35Z
xenota-collective/xenota,277,claude,unclassified,open_stale,OPEN,114.83,xc-74za: bump xenon to queue payload bounds,claude/xc-74za-queue-payload-bounds,2026-04-28T05:10:02Z,
xenota-collective/xenota,278,codex,xsm_control_plane,open_stale,OPEN,114.7,xc-twv1: surface xsm evidence failures,codex/xc-twv1-evidence-failures,2026-04-28T05:17:59Z,
xenota-collective/xenota,279,codex,landing_protocol,merged,MERGED,4.81,xc-5pc4: fail pr handoff on lookup errors,codex/xc-5pc4-pr-handoff-lookup-errors,2026-04-28T05:30:28Z,2026-04-28T10:19:17Z
xenota-collective/xenota,280,claude,xsm_control_plane,open_stale,OPEN,112.71,xc-lvy8t: resolve worker target by active agent pane,claude/xc-lvy8t-tmux-target-active-pane,2026-04-28T07:17:11Z,
xenota-collective/xenota,281,claude,xsm_control_plane,merged,MERGED,16.51,"xc-6tdu2: address xsm runtime pane by @xsm_role tag, not pane index",claude/xc-6tdu2-launcher-pane-tag,2026-04-28T07:18:29Z,2026-04-28T23:49:06Z
xenota-collective/xenota,282,codex,landing_protocol,open_stale,OPEN,112.44,xc-4nlcj: update operator gate resolver pointers,codex/xc-4nlcj-operator-gate-resolver,2026-04-28T07:33:50Z,
xenota-collective/xenota,283,claude,xsm_control_plane,merged,MERGED,17.15,xc-9l5su: enforce single-active-bead invariant for crew workers,claude/xc-9l5su-single-active-bead,2026-04-28T07:40:06Z,2026-04-29T00:49:09Z
xenota-collective/xenota,284,codex,unclassified,open_stale,OPEN,111.96,xc-4uhlk: update Gemini delivery pointers,codex/xc-4uhlk-gemini-enter-delivery,2026-04-28T08:02:25Z,
xenota-collective/xenota,285,codex,xsm_control_plane,open_stale,OPEN,111.74,xc-m3e7: update supervisor patrol cadence,codex/xc-m3e7-supervisor-no-sleep-cadence,2026-04-28T08:15:44Z,
xenota-collective/xenota,286,codex,xsm_control_plane,open_stale,OPEN,111.67,xc-3s63: update pool-fill settlement coverage,codex/xc-3s63-pool-fill-settlement-coverage,2026-04-28T08:20:02Z,
xenota-collective/xenota,287,codex,unclassified,merged,MERGED,15.47,xc-844w: fail unhealthy on jq health errors,codex/xc-844w-health-jq-fail-unhealthy,2026-04-28T08:23:56Z,2026-04-28T23:52:01Z
xenota-collective/xenota,288,codex,xsm_control_plane,open_stale,OPEN,111.48,xc-9kbx: update role lane self-resume,codex/xc-9kbx-role-lane-self-resume,2026-04-28T08:31:27Z,
xenota-collective/xenota,289,codex,unclassified,open_stale,OPEN,111.19,xc-yzkw: update xenon strong review receipts,codex/xc-yzkw-strong-review-receipts,2026-04-28T08:48:28Z,
xenota-collective/xenota,290,codex,unclassified,open_stale,OPEN,111.05,xc-qxqt: update xenon blocked objective handling,codex/xc-qxqt-blocked-objective-classification,2026-04-28T08:57:00Z,
xenota-collective/xenota,291,codex,landing_protocol,open_stale,OPEN,110.9,xc-5hlu: update xenon obsolete dirty landings,codex/xc-5hlu-obsolete-dirty-landings,2026-04-28T09:06:07Z,
xenota-collective/xenota,292,codex,xsm_control_plane,open_stale,OPEN,110.69,xc-x6ud: update xenon routing label taxonomy,codex/xc-x6ud-xsm-label-taxonomy,2026-04-28T09:18:46Z,
xenota-collective/xenota,293,codex,unclassified,open_stale,OPEN,110.4,xc-3kyt: update xenon staged strategy metadata,codex/xc-3kyt-strategy-schema-contract,2026-04-28T09:35:43Z,
xenota-collective/xenota,294,codex,unclassified,open_stale,OPEN,110.23,xc-2k77: update xenon PR provenance,codex/xc-2k77-pr-provenance-blocks,2026-04-28T09:45:54Z,
xenota-collective/xenota,295,codex,routing_evidence,open_stale,OPEN,110.03,xc-u8p2: update xenon for evidence reset,codex/xc-u8p2-intervention-evidence-reset,2026-04-28T09:58:13Z,
xenota-collective/xenota,296,codex,xsm_control_plane,open_stale,OPEN,109.89,xc-fv0c: update xenon for safe queue ids,codex/xc-fv0c-safe-worker-ids,2026-04-28T10:06:37Z,
xenota-collective/xenota,297,codex,xsm_control_plane,merged,MERGED,3.16,xc-pchm: exclude xsm worker state,codex/xc-pchm-worker-state-metadata,2026-04-28T10:11:31Z,2026-04-28T13:20:57Z
xenota-collective/xenota,298,codex,routing_evidence,open_stale,OPEN,109.64,xc-fkr2: update xenon for driver routing,codex/xc-fkr2-driver-routing,2026-04-28T10:21:50Z,
xenota-collective/xenota,300,codex,unclassified,open_stale,OPEN,107.18,point xenon at dependency lookup tests,codex/xc-edsg-fail-closed-deps,2026-04-28T12:49:27Z,
xenota-collective/xenota,301,codex,production_security,open_stale,OPEN,107.17,xc-3gdtz: update xenon for routing audit cleanup,codex/xc-3gdtz-clear-routing-audit,2026-04-28T12:49:48Z,
xenota-collective/xenota,302,codex,routing_evidence,open_stale,OPEN,107.1,point xenon at unlabeled routing test,codex/xc-fi5hp-unlabeled-driver-routing,2026-04-28T12:53:58Z,
xenota-collective/xenota,303,codex,unclassified,open_stale,OPEN,107.01,point xenon at driver resolution fix,codex/xc-x97gi-enforce-driver-strength,2026-04-28T12:59:22Z,
xenota-collective/xenota,304,claude,unclassified,merged,MERGED,10.22,xc-9kjq.1: bump handbook for swarm-objectives design contract,claude/xc-9kjq-1-objective-model,2026-04-28T13:01:54Z,2026-04-28T23:15:03Z
xenota-collective/xenota,305,codex,production_security,open_stale,OPEN,106.96,Update xenon for vps-control SSH host-key verification,codex/xc-gc8z-ssh-host-key,2026-04-28T13:02:34Z,
xenota-collective/xenota,306,codex,unclassified,open_stale,OPEN,106.94,point xenon at work queue state fix,codex/xc-tvxs-work-state-scan,2026-04-28T13:03:31Z,
xenota-collective/xenota,308,gemini,unclassified,open_stale,OPEN,106.79,xc-vccrk: codex reliability and pre-flight auth check,gemini-1/xc-vccrk-codex-subprocess-crash,2026-04-28T13:12:42Z,
xenota-collective/xenota,309,codex,unclassified,open_stale,OPEN,106.68,xc-wvwdx: update xenon wait-idle classifier,codex/xc-wvwdx-wait-idle-classifier,2026-04-28T13:19:28Z,
xenota-collective/xenota,310,codex,xsm_control_plane,open_stale,OPEN,106.67,xc-e94u point xenon at main lane prompt guard,codex/xc-e94u-block-main-injection,2026-04-28T13:20:00Z,
xenota-collective/xenota,311,claude,xsm_control_plane,open_stale,OPEN,106.63,xc-0yqv: bump xenon for role-lane prompt-injection guard,claude/xc-0yqv-role-lane-prompt-guard,2026-04-28T13:22:04Z,
xenota-collective/xenota,312,claude,landing_protocol,open_stale,OPEN,106.57,xc-aui5z: bump xenon pointer for PR conflict patrol,claude/xc-aui5z-pr-conflicting-patrol,2026-04-28T13:25:33Z,
xenota-collective/xenota,313,codex,landing_protocol,merged,MERGED,10.86,xc-cgkun: point xenon at control gate surfacing,codex/xc-cgkun-supervisor-landing-gates,2026-04-28T13:29:37Z,2026-04-29T00:21:21Z
xenota-collective/xenota,314,codex,unclassified,merged,MERGED,12.41,xc-fjtg: update xenon late-review pointer,codex/xc-fjtg-late-review-input,2026-04-28T13:33:09Z,2026-04-29T01:57:57Z
xenota-collective/xenota,315,claude,routing_evidence,open_stale,OPEN,106.36,xc-lgcz: bump xenon for routing-accuracy eval pipeline,claude/xc-lgcz-routing-accuracy-eval,2026-04-28T13:38:24Z,
xenota-collective/xenota,316,codex,production_security,merged,MERGED,10.58,xc-qkx1: update xenon pool rollback pointer,codex/xc-qkx1-pool-fill-audit,2026-04-28T13:41:38Z,2026-04-29T00:16:33Z
xenota-collective/xenota,317,codex,production_security,open_stale,OPEN,106.21,xc-vi07.4: update xenon sensitive QA pointer,codex/xc-vi07.4-sensitive-approvals,2026-04-28T13:47:39Z,
xenota-collective/xenota,318,claude,xsm_control_plane,merged,MERGED,8.31,xc-hi4uz: exempt xsm-control beads from prefix guard + xenon pointer,claude/xc-hi4uz-xenon-check-gate,2026-04-28T13:49:27Z,2026-04-28T22:08:04Z
xenota-collective/xenota,319,gemini,production_security,open_stale,OPEN,106.16,xc-gc8z: enforce SSH host-key verification in vps-control Target,gemini/xc-gc8z-ssh-host-key,2026-04-28T13:50:13Z,
xenota-collective/xenota,320,claude,landing_protocol,open_stale,OPEN,106.05,xc-kaip: add stale submodule pointer CI gate,claude/xc-kaip-stale-submodule-pointer-gate,2026-04-28T13:57:01Z,
xenota-collective/xenota,321,claude,xsm_control_plane,merged,MERGED,10.2,xc-1xc8: drop shared restart_health.json in restart_wrangle,claude/xc-1xc8-mktemp-restart-health,2026-04-28T14:00:26Z,2026-04-29T00:12:41Z
xenota-collective/xenota,322,codex,unclassified,open_stale,OPEN,105.98,xc-c3r0w: route gemini resets safely,codex/xc-c3r0w-gemini-interrupt,2026-04-28T14:01:12Z,
xenota-collective/xenota,323,claude,unclassified,open_stale,OPEN,105.96,xc-vi07.5: bump xenon for trusted approval provenance,claude/xc-vi07-5-trusted-approval-provenance,2026-04-28T14:02:07Z,
xenota-collective/xenota,324,codex,production_security,open_stale,OPEN,105.94,xc-zmtk: add worktree abandonment audit,codex/xc-zmtk-worktree-abandonment-audit,2026-04-28T14:03:51Z,
xenota-collective/xenota,325,xsm-internal,xsm_control_plane,open_stale,OPEN,105.93,xc-17ri.5: update submodules for fail-closed delivery lifecycle,xsm/xc-17ri5-fail-closed-lifecycle,2026-04-28T14:04:28Z,
xenota-collective/xenota,326,claude,xsm_control_plane,merged,MERGED,10.03,xc-uhxy: guard tmux_launch_claude_in_shell C-c with idle pre-probe,claude/xc-uhxy-cc-idle-guard,2026-04-28T14:07:23Z,2026-04-29T00:09:17Z
